step_index,time_years,steps_per_year_model,call_live,put_live,call_coupon_rate_pct,put_coupon_rate_pct,call_model_daily_roll_pct,put_model_daily_roll_pct,call_completion_time_years,put_completion_time_years,call_strike_completion_per_share_usd,call_strike_pv_per_share_usd,put_strike_completion_per_share_usd,put_strike_pv_per_share_usd
423,1.678571,252,0,0,3.0,3.0,0.01173037,0.01173037,1.678571,1.678571,605.080691,605.080691,605.080691,605.080691
424,1.68254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.68254,1.68254,605.151669,605.151669,605.151669,605.151669
425,1.686508,252,0,0,3.0,3.0,0.01173037,0.01173037,1.686508,1.686508,605.222656,605.222656,605.222656,605.222656
426,1.690476,252,0,0,3.0,3.0,0.01173037,0.01173037,1.690476,1.690476,605.293651,605.293651,605.293651,605.293651
427,1.694444,252,0,0,3.0,3.0,0.01173037,0.01173037,1.694444,1.694444,605.364654,605.364654,605.364654,605.364654
428,1.698413,252,0,0,3.0,3.0,0.01173037,0.01173037,1.698413,1.698413,605.435666,605.435666,605.435666,605.435666
429,1.702381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.702381,1.702381,605.506685,605.506685,605.506685,605.506685
430,1.706349,252,0,0,3.0,3.0,0.01173037,0.01173037,1.706349,1.706349,605.577714,605.577714,605.577714,605.577714
431,1.710317,252,0,0,3.0,3.0,0.01173037,0.01173037,1.710317,1.710317,605.64875,605.64875,605.64875,605.64875
432,1.714286,252,0,0,3.0,3.0,0.01173037,0.01173037,1.714286,1.714286,605.719795,605.719795,605.719795,605.719795
433,1.718254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.718254,1.718254,605.790848,605.790848,605.790848,605.790848
434,1.722222,252,0,0,3.0,3.0,0.01173037,0.01173037,1.722222,1.722222,605.86191,605.86191,605.86191,605.86191
435,1.72619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.72619,1.72619,605.932979,605.932979,605.932979,605.932979
436,1.730159,252,0,0,3.0,3.0,0.01173037,0.01173037,1.730159,1.730159,606.004058,606.004058,606.004058,606.004058
437,1.734127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.734127,1.734127,606.075144,606.075144,606.075144,606.075144
438,1.738095,252,0,0,3.0,3.0,0.01173037,0.01173037,1.738095,1.738095,606.146239,606.146239,606.146239,606.146239
439,1.742063,252,0,0,3.0,3.0,0.01173037,0.01173037,1.742063,1.742063,606.217342,606.217342,606.217342,606.217342
440,1.746032,252,0,0,3.0,3.0,0.01173037,0.01173037,1.746032,1.746032,606.288454,606.288454,606.288454,606.288454
441,1.75,252,0,0,3.0,3.0,0.01173037,0.01173037,1.75,1.75,606.359574,606.359574,606.359574,606.359574
442,1.753968,252,0,0,3.0,3.0,0.01173037,0.01173037,1.753968,1.753968,606.430702,606.430702,606.430702,606.430702
443,1.757937,252,0,0,3.0,3.0,0.01173037,0.01173037,1.757937,1.757937,606.501839,606.501839,606.501839,606.501839
444,1.761905,252,0,0,3.0,3.0,0.01173037,0.01173037,1.761905,1.761905,606.572983,606.572983,606.572983,606.572983
445,1.765873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.765873,1.765873,606.644137,606.644137,606.644137,606.644137
446,1.769841,252,0,0,3.0,3.0,0.01173037,0.01173037,1.769841,1.769841,606.715298,606.715298,606.715298,606.715298
447,1.77381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.77381,1.77381,606.786468,606.786468,606.786468,606.786468
448,1.777778,252,0,0,3.0,3.0,0.01173037,0.01173037,1.777778,1.777778,606.857647,606.857647,606.857647,606.857647
449,1.781746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.781746,1.781746,606.928833,606.928833,606.928833,606.928833
450,1.785714,252,0,0,3.0,3.0,0.01173037,0.01173037,1.785714,1.785714,607.000028,607.000028,607.000028,607.000028
451,1.789683,252,0,0,3.0,3.0,0.01173037,0.01173037,1.789683,1.789683,607.071232,607.071232,607.071232,607.071232
452,1.793651,252,0,0,3.0,3.0,0.01173037,0.01173037,1.793651,1.793651,607.142443,607.142443,607.142443,607.142443
453,1.797619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.797619,1.797619,607.213663,607.213663,607.213663,607.213663
454,1.801587,252,0,0,3.0,3.0,0.01173037,0.01173037,1.801587,1.801587,607.284892,607.284892,607.284892,607.284892
455,1.805556,252,0,0,3.0,3.0,0.01173037,0.01173037,1.805556,1.805556,607.356129,607.356129,607.356129,607.356129
456,1.809524,252,0,0,3.0,3.0,0.01173037,0.01173037,1.809524,1.809524,607.427374,607.427374,607.427374,607.427374
457,1.813492,252,0,0,3.0,3.0,0.01173037,0.01173037,1.813492,1.813492,607.498627,607.498627,607.498627,607.498627
458,1.81746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.81746,1.81746,607.569889,607.569889,607.569889,607.569889
459,1.821429,252,0,0,3.0,3.0,0.01173037,0.01173037,1.821429,1.821429,607.641159,607.641159,607.641159,607.641159
460,1.825397,252,0,0,3.0,3.0,0.01173037,0.01173037,1.825397,1.825397,607.712438,607.712438,607.712438,607.712438
461,1.829365,252,0,0,3.0,3.0,0.01173037,0.01173037,1.829365,1.829365,607.783725,607.783725,607.783725,607.783725
462,1.833333,252,0,0,3.0,3.0,0.01173037,0.01173037,1.833333,1.833333,607.85502,607.85502,607.85502,607.85502
463,1.837302,252,0,0,3.0,3.0,0.01173037,0.01173037,1.837302,1.837302,607.926324,607.926324,607.926324,607.926324
464,1.84127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.84127,1.84127,607.997636,607.997636,607.997636,607.997636
465,1.845238,252,0,0,3.0,3.0,0.01173037,0.01173037,1.845238,1.845238,608.068956,608.068956,608.068956,608.068956
466,1.849206,252,0,0,3.0,3.0,0.01173037,0.01173037,1.849206,1.849206,608.140285,608.140285,608.140285,608.140285
467,1.853175,252,0,0,3.0,3.0,0.01173037,0.01173037,1.853175,1.853175,608.211622,608.211622,608.211622,608.211622
468,1.857143,252,0,0,3.0,3.0,0.01173037,0.01173037,1.857143,1.857143,608.282967,608.282967,608.282967,608.282967
469,1.861111,252,0,0,3.0,3.0,0.01173037,0.01173037,1.861111,1.861111,608.354321,608.354321,608.354321,608.354321
470,1.865079,252,0,0,3.0,3.0,0.01173037,0.01173037,1.865079,1.865079,608.425683,608.425683,608.425683,608.425683
471,1.869048,252,0,0,3.0,3.0,0.01173037,0.01173037,1.869048,1.869048,608.497054,608.497054,608.497054,608.497054
472,1.873016,252,0,0,3.0,3.0,0.01173037,0.01173037,1.873016,1.873016,608.568433,608.568433,608.568433,608.568433
473,1.876984,252,0,0,3.0,3.0,0.01173037,0.01173037,1.876984,1.876984,608.63982,608.63982,608.63982,608.63982
474,1.880952,252,0,0,3.0,3.0,0.01173037,0.01173037,1.880952,1.880952,608.711216,608.711216,608.711216,608.711216
475,1.884921,252,0,0,3.0,3.0,0.01173037,0.01173037,1.884921,1.884921,608.78262,608.78262,608.78262,608.78262
476,1.888889,252,0,0,3.0,3.0,0.01173037,0.01173037,1.888889,1.888889,608.854033,608.854033,608.854033,608.854033
477,1.892857,252,0,0,3.0,3.0,0.01173037,0.01173037,1.892857,1.892857,608.925453,608.925453,608.925453,608.925453
478,1.896825,252,0,0,3.0,3.0,0.01173037,0.01173037,1.896825,1.896825,608.996883,608.996883,608.996883,608.996883
479,1.900794,252,0,0,3.0,3.0,0.01173037,0.01173037,1.900794,1.900794,609.06832,609.06832,609.06832,609.06832
480,1.904762,252,0,0,3.0,3.0,0.01173037,0.01173037,1.904762,1.904762,609.139766,609.139766,609.139766,609.139766
481,1.90873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.90873,1.90873,609.211221,609.211221,609.211221,609.211221
482,1.912698,252,0,0,3.0,3.0,0.01173037,0.01173037,1.912698,1.912698,609.282683,609.282683,609.282683,609.282683
483,1.916667,252,0,0,3.0,3.0,0.01173037,0.01173037,1.916667,1.916667,609.354154,609.354154,609.354154,609.354154
484,1.920635,252,0,0,3.0,3.0,0.01173037,0.01173037,1.920635,1.920635,609.425634,609.425634,609.425634,609.425634
485,1.924603,252,0,0,3.0,3.0,0.01173037,0.01173037,1.924603,1.924603,609.497122,609.497122,609.497122,609.497122
486,1.928571,252,0,0,3.0,3.0,0.01173037,0.01173037,1.928571,1.928571,609.568618,609.568618,609.568618,609.568618
487,1.93254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.93254,1.93254,609.640123,609.640123,609.640123,609.640123
488,1.936508,252,0,0,3.0,3.0,0.01173037,0.01173037,1.936508,1.936508,609.711636,609.711636,609.711636,609.711636
489,1.940476,252,0,0,3.0,3.0,0.01173037,0.01173037,1.940476,1.940476,609.783157,609.783157,609.783157,609.783157
490,1.944444,252,0,0,3.0,3.0,0.01173037,0.01173037,1.944444,1.944444,609.854687,609.854687,609.854687,609.854687
491,1.948413,252,0,0,3.0,3.0,0.01173037,0.01173037,1.948413,1.948413,609.926225,609.926225,609.926225,609.926225
492,1.952381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.952381,1.952381,609.997772,609.997772,609.997772,609.997772
493,1.956349,252,0,0,3.0,3.0,0.01173037,0.01173037,1.956349,1.956349,610.069327,610.069327,610.069327,610.069327
494,1.960317,252,0,0,3.0,3.0,0.01173037,0.01173037,1.960317,1.960317,610.14089,610.14089,610.14089,610.14089
495,1.964286,252,0,0,3.0,3.0,0.01173037,0.01173037,1.964286,1.964286,610.212462,610.212462,610.212462,610.212462
496,1.968254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.968254,1.968254,610.284042,610.284042,610.284042,610.284042
497,1.972222,252,0,0,3.0,3.0,0.01173037,0.01173037,1.972222,1.972222,610.355631,610.355631,610.355631,610.355631
498,1.97619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.97619,1.97619,610.427228,610.427228,610.427228,610.427228
499,1.980159,252,0,0,3.0,3.0,0.01173037,0.01173037,1.980159,1.980159,610.498833,610.498833,610.498833,610.498833
500,1.984127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.984127,1.984127,610.570447,610.570447,610.570447,610.570447
501,1.988095,252,0,0,3.0,3.0,0.01173037,0.01173037,1.988095,1.988095,610.642069,610.642069,610.642069,610.642069
502,1.992063,252,0,0,3.0,3.0,0.01173037,0.01173037,1.992063,1.992063,610.7137,610.7137,610.7137,610.7137
503,1.996032,252,0,0,3.0,3.0,0.01173037,0.01173037,1.996032,1.996032,610.785339,610.785339,610.785339,610.785339
504,2.0,252,0,0,3.0,3.0,0.01173037,0.01173037,2.0,2.0,610.856986,610.856986,610.856986,610.856986
505,2.003968,252,0,0,3.0,3.0,0.01173037,0.01173037,2.003968,2.003968,610.928642,610.928642,610.928642,610.928642
506,2.007937,252,0,0,3.0,3.0,0.01173037,0.01173037,2.007937,2.007937,611.000306,611.000306,611.000306,611.000306
507,2.011905,252,0,0,3.0,3.0,0.01173037,0.01173037,2.011905,2.011905,611.071979,611.071979,611.071979,611.071979
508,2.015873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.015873,2.015873,611.14366,611.14366,611.14366,611.14366
509,2.019841,252,0,0,3.0,3.0,0.01173037,0.01173037,2.019841,2.019841,611.215349,611.215349,611.215349,611.215349
510,2.02381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.02381,2.02381,611.287047,611.287047,611.287047,611.287047
511,2.027778,252,0,0,3.0,3.0,0.01173037,0.01173037,2.027778,2.027778,611.358753,611.358753,611.358753,611.358753
512,2.031746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.031746,2.031746,611.430468,611.430468,611.430468,611.430468
513,2.035714,252,0,0,3.0,3.0,0.01173037,0.01173037,2.035714,2.035714,611.502191,611.502191,611.502191,611.502191
514,2.039683,252,0,0,3.0,3.0,0.01173037,0.01173037,2.039683,2.039683,611.573922,611.573922,611.573922,611.573922
515,2.043651,252,0,0,3.0,3.0,0.01173037,0.01173037,2.043651,2.043651,611.645662,611.645662,611.645662,611.645662
516,2.047619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.047619,2.047619,611.717411,611.717411,611.717411,611.717411
517,2.051587,252,0,0,3.0,3.0,0.01173037,0.01173037,2.051587,2.051587,611.789167,611.789167,611.789167,611.789167
518,2.055556,252,0,0,3.0,3.0,0.01173037,0.01173037,2.055556,2.055556,611.860933,611.860933,611.860933,611.860933
519,2.059524,252,0,0,3.0,3.0,0.01173037,0.01173037,2.059524,2.059524,611.932706,611.932706,611.932706,611.932706
520,2.063492,252,0,0,3.0,3.0,0.01173037,0.01173037,2.063492,2.063492,612.004488,612.004488,612.004488,612.004488
521,2.06746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.06746,2.06746,612.076278,612.076278,612.076278,612.076278
522,2.071429,252,0,0,3.0,3.0,0.01173037,0.01173037,2.071429,2.071429,612.148077,612.148077,612.148077,612.148077
523,2.075397,252,0,0,3.0,3.0,0.01173037,0.01173037,2.075397,2.075397,612.219885,612.219885,612.219885,612.219885
524,2.079365,252,0,0,3.0,3.0,0.01173037,0.01173037,2.079365,2.079365,612.2917,612.2917,612.2917,612.2917
525,2.083333,252,0,0,3.0,3.0,0.01173037,0.01173037,2.083333,2.083333,612.363524,612.363524,612.363524,612.363524
526,2.087302,252,0,0,3.0,3.0,0.01173037,0.01173037,2.087302,2.087302,612.435357,612.435357,612.435357,612.435357
527,2.09127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.09127,2.09127,612.507198,612.507198,612.507198,612.507198
528,2.095238,252,0,0,3.0,3.0,0.01173037,0.01173037,2.095238,2.095238,612.579047,612.579047,612.579047,612.579047
529,2.099206,252,0,0,3.0,3.0,0.01173037,0.01173037,2.099206,2.099206,612.650905,612.650905,612.650905,612.650905
530,2.103175,252,0,0,3.0,3.0,0.01173037,0.01173037,2.103175,2.103175,612.722771,612.722771,612.722771,612.722771
531,2.107143,252,0,0,3.0,3.0,0.01173037,0.01173037,2.107143,2.107143,612.794646,612.794646,612.794646,612.794646
532,2.111111,252,0,0,3.0,3.0,0.01173037,0.01173037,2.111111,2.111111,612.866529,612.866529,612.866529,612.866529
533,2.115079,252,0,0,3.0,3.0,0.01173037,0.01173037,2.115079,2.115079,612.93842,612.93842,612.93842,612.93842
534,2.119048,252,0,0,3.0,3.0,0.01173037,0.01173037,2.119048,2.119048,613.01032,613.01032,613.01032,613.01032
535,2.123016,252,0,0,3.0,3.0,0.01173037,0.01173037,2.123016,2.123016,613.082229,613.082229,613.082229,613.082229
536,2.126984,252,0,0,3.0,3.0,0.01173037,0.01173037,2.126984,2.126984,613.154146,613.154146,613.154146,613.154146
537,2.130952,252,0,0,3.0,3.0,0.01173037,0.01173037,2.130952,2.130952,613.226071,613.226071,613.226071,613.226071
538,2.134921,252,0,0,3.0,3.0,0.01173037,0.01173037,2.134921,2.134921,613.298005,613.298005,613.298005,613.298005
539,2.138889,252,0,0,3.0,3.0,0.01173037,0.01173037,2.138889,2.138889,613.369947,613.369947,613.369947,613.369947
540,2.142857,252,0,0,3.0,3.0,0.01173037,0.01173037,2.142857,2.142857,613.441897,613.441897,613.441897,613.441897
541,2.146825,252,0,0,3.0,3.0,0.01173037,0.01173037,2.146825,2.146825,613.513856,613.513856,613.513856,613.513856
542,2.150794,252,0,0,3.0,3.0,0.01173037,0.01173037,2.150794,2.150794,613.585824,613.585824,613.585824,613.585824
543,2.154762,252,0,0,3.0,3.0,0.01173037,0.01173037,2.154762,2.154762,613.6578,613.6578,613.6578,613.6578
544,2.15873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.15873,2.15873,613.729784,613.729784,613.729784,613.729784
545,2.162698,252,0,0,3.0,3.0,0.01173037,0.01173037,2.162698,2.162698,613.801777,613.801777,613.801777,613.801777
546,2.166667,252,0,0,3.0,3.0,0.01173037,0.01173037,2.166667,2.166667,613.873778,613.873778,613.873778,613.873778
547,2.170635,252,0,0,3.0,3.0,0.01173037,0.01173037,2.170635,2.170635,613.945788,613.945788,613.945788,613.945788
548,2.174603,252,0,0,3.0,3.0,0.01173037,0.01173037,2.174603,2.174603,614.017806,614.017806,614.017806,614.017806
549,2.178571,252,0,0,3.0,3.0,0.01173037,0.01173037,2.178571,2.178571,614.089832,614.089832,614.089832,614.089832
550,2.18254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.18254,2.18254,614.161867,614.161867,614.161867,614.161867
551,2.186508,252,0,0,3.0,3.0,0.01173037,0.01173037,2.186508,2.186508,614.233911,614.233911,614.233911,614.233911
552,2.190476,252,0,0,3.0,3.0,0.01173037,0.01173037,2.190476,2.190476,614.305963,614.305963,614.305963,614.305963
553,2.194444,252,0,0,3.0,3.0,0.01173037,0.01173037,2.194444,2.194444,614.378023,614.378023,614.378023,614.378023
554,2.198413,252,0,0,3.0,3.0,0.01173037,0.01173037,2.198413,2.198413,614.450092,614.450092,614.450092,614.450092
555,2.202381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.202381,2.202381,614.522169,614.522169,614.522169,614.522169
556,2.206349,252,0,0,3.0,3.0,0.01173037,0.01173037,2.206349,2.206349,614.594255,614.594255,614.594255,614.594255
557,2.210317,252,0,0,3.0,3.0,0.01173037,0.01173037,2.210317,2.210317,614.666349,614.666349,614.666349,614.666349
558,2.214286,252,0,0,3.0,3.0,0.01173037,0.01173037,2.214286,2.214286,614.738452,614.738452,614.738452,614.738452
559,2.218254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.218254,2.218254,614.810563,614.810563,614.810563,614.810563
560,2.222222,252,0,0,3.0,3.0,0.01173037,0.01173037,2.222222,2.222222,614.882682,614.882682,614.882682,614.882682
561,2.22619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.22619,2.22619,614.95481,614.95481,614.95481,614.95481
562,2.230159,252,0,0,3.0,3.0,0.01173037,0.01173037,2.230159,2.230159,615.026947,615.026947,615.026947,615.026947
563,2.234127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.234127,2.234127,615.099092,615.099092,615.099092,615.099092
564,2.238095,252,0,0,3.0,3.0,0.01173037,0.01173037,2.238095,2.238095,615.171245,615.171245,615.171245,615.171245
565,2.242063,252,0,0,3.0,3.0,0.01173037,0.01173037,2.242063,2.242063,615.243407,615.243407,615.243407,615.243407
566,2.246032,252,0,0,3.0,3.0,0.01173037,0.01173037,2.246032,2.246032,615.315578,615.315578,615.315578,615.315578
567,2.25,252,0,0,3.0,3.0,0.01173037,0.01173037,2.25,2.25,615.387756,615.387756,615.387756,615.387756
568,2.253968,252,0,0,3.0,3.0,0.01173037,0.01173037,2.253968,2.253968,615.459944,615.459944,615.459944,615.459944
569,2.257937,252,0,0,3.0,3.0,0.01173037,0.01173037,2.257937,2.257937,615.532139,615.532139,615.532139,615.532139
570,2.261905,252,0,0,3.0,3.0,0.01173037,0.01173037,2.261905,2.261905,615.604344,615.604344,615.604344,615.604344
571,2.265873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.265873,2.265873,615.676556,615.676556,615.676556,615.676556
572,2.269841,252,0,0,3.0,3.0,0.01173037,0.01173037,2.269841,2.269841,615.748777,615.748777,615.748777,615.748777
573,2.27381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.27381,2.27381,615.821007,615.821007,615.821007,615.821007
574,2.277778,252,0,0,3.0,3.0,0.01173037,0.01173037,2.277778,2.277778,615.893245,615.893245,615.893245,615.893245
575,2.281746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.281746,2.281746,615.965492,615.965492,615.965492,615.965492
576,2.285714,252,0,0,3.0,3.0,0.01173037,0.01173037,2.285714,2.285714,616.037747,616.037747,616.037747,616.037747
577,2.289683,252,0,0,3.0,3.0,0.01173037,0.01173037,2.289683,2.289683,616.11001,616.11001,616.11001,616.11001
578,2.293651,252,0,0,3.0,3.0,0.01173037,0.01173037,2.293651,2.293651,616.182282,616.182282,616.182282,616.182282
579,2.297619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.297619,2.297619,616.254563,616.254563,616.254563,616.254563
580,2.301587,252,0,0,3.0,3.0,0.01173037,0.01173037,2.301587,2.301587,616.326852,616.326852,616.326852,616.326852
581,2.305556,252,0,0,3.0,3.0,0.01173037,0.01173037,2.305556,2.305556,616.399149,616.399149,616.399149,616.399149
582,2.309524,252,0,0,3.0,3.0,0.01173037,0.01173037,2.309524,2.309524,616.471455,616.471455,616.471455,616.471455
583,2.313492,252,0,0,3.0,3.0,0.01173037,0.01173037,2.313492,2.313492,616.543769,616.543769,616.543769,616.543769
584,2.31746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.31746,2.31746,616.616092,616.616092,616.616092,616.616092
585,2.321429,252,0,0,3.0,3.0,0.01173037,0.01173037,2.321429,2.321429,616.688424,616.688424,616.688424,616.688424
586,2.325397,252,0,0,3.0,3.0,0.01173037,0.01173037,2.325397,2.325397,616.760763,616.760763,616.760763,616.760763
587,2.329365,252,0,0,3.0,3.0,0.01173037,0.01173037,2.329365,2.329365,616.833112,616.833112,616.833112,616.833112
588,2.333333,252,0,0,3.0,3.0,0.01173037,0.01173037,2.333333,2.333333,616.905469,616.905469,616.905469,616.905469
589,2.337302,252,0,0,3.0,3.0,0.01173037,0.01173037,2.337302,2.337302,616.977834,616.977834,616.977834,616.977834
590,2.34127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.34127,2.34127,617.050208,617.050208,617.050208,617.050208
591,2.345238,252,0,0,3.0,3.0,0.01173037,0.01173037,2.345238,2.345238,617.12259,617.12259,617.12259,617.12259
592,2.349206,252,0,0,3.0,3.0,0.01173037,0.01173037,2.349206,2.349206,617.194981,617.194981,617.194981,617.194981
593,2.353175,252,0,0,3.0,3.0,0.01173037,0.01173037,2.353175,2.353175,617.26738,617.26738,617.26738,617.26738
594,2.357143,252,0,0,3.0,3.0,0.01173037,0.01173037,2.357143,2.357143,617.339788,617.339788,617.339788,617.339788
595,2.361111,252,0,0,3.0,3.0,0.01173037,0.01173037,2.361111,2.361111,617.412204,617.412204,617.412204,617.412204
596,2.365079,252,0,0,3.0,3.0,0.01173037,0.01173037,2.365079,2.365079,617.484629,617.484629,617.484629,617.484629
597,2.369048,252,0,0,3.0,3.0,0.01173037,0.01173037,2.369048,2.369048,617.557062,617.557062,617.557062,617.557062
598,2.373016,252,0,0,3.0,3.0,0.01173037,0.01173037,2.373016,2.373016,617.629504,617.629504,617.629504,617.629504
599,2.376984,252,0,0,3.0,3.0,0.01173037,0.01173037,2.376984,2.376984,617.701954,617.701954,617.701954,617.701954
600,2.380952,252,0,0,3.0,3.0,0.01173037,0.01173037,2.380952,2.380952,617.774413,617.774413,617.774413,617.774413
601,2.384921,252,0,0,3.0,3.0,0.01173037,0.01173037,2.384921,2.384921,617.84688,617.84688,617.84688,617.84688
602,2.388889,252,0,0,3.0,3.0,0.01173037,0.01173037,2.388889,2.388889,617.919356,617.919356,617.919356,617.919356
603,2.392857,252,0,0,3.0,3.0,0.01173037,0.01173037,2.392857,2.392857,617.99184,617.99184,617.99184,617.99184
604,2.396825,252,0,0,3.0,3.0,0.01173037,0.01173037,2.396825,2.396825,618.064333,618.064333,618.064333,618.064333
605,2.400794,252,0,0,3.0,3.0,0.01173037,0.01173037,2.400794,2.400794,618.136834,618.136834,618.136834,618.136834
606,2.404762,252,0,0,3.0,3.0,0.01173037,0.01173037,2.404762,2.404762,618.209344,618.209344,618.209344,618.209344
607,2.40873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.40873,2.40873,618.281862,618.281862,618.281862,618.281862
608,2.412698,252,0,0,3.0,3.0,0.01173037,0.01173037,2.412698,2.412698,618.354389,618.354389,618.354389,618.354389
609,2.416667,252,0,0,3.0,3.0,0.01173037,0.01173037,2.416667,2.416667,618.426924,618.426924,618.426924,618.426924
610,2.420635,252,0,0,3.0,3.0,0.01173037,0.01173037,2.420635,2.420635,618.499468,618.499468,618.499468,618.499468
611,2.424603,252,0,0,3.0,3.0,0.01173037,0.01173037,2.424603,2.424603,618.57202,618.57202,618.57202,618.57202
612,2.428571,252,0,0,3.0,3.0,0.01173037,0.01173037,2.428571,2.428571,618.644581,618.644581,618.644581,618.644581
613,2.43254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.43254,2.43254,618.71715,618.71715,618.71715,618.71715
614,2.436508,252,0,0,3.0,3.0,0.01173037,0.01173037,2.436508,2.436508,618.789728,618.789728,618.789728,618.789728
615,2.440476,252,0,0,3.0,3.0,0.01173037,0.01173037,2.440476,2.440476,618.862314,618.862314,618.862314,618.862314
616,2.444444,252,0,0,3.0,3.0,0.01173037,0.01173037,2.444444,2.444444,618.934909,618.934909,618.934909,618.934909
617,2.448413,252,0,0,3.0,3.0,0.01173037,0.01173037,2.448413,2.448413,619.007512,619.007512,619.007512,619.007512
618,2.452381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.452381,2.452381,619.080124,619.080124,619.080124,619.080124
619,2.456349,252,0,0,3.0,3.0,0.01173037,0.01173037,2.456349,2.456349,619.152745,619.152745,619.152745,619.152745
620,2.460317,252,0,0,3.0,3.0,0.01173037,0.01173037,2.460317,2.460317,619.225374,619.225374,619.225374,619.225374
621,2.464286,252,0,0,3.0,3.0,0.01173037,0.01173037,2.464286,2.464286,619.298011,619.298011,619.298011,619.298011
622,2.468254,252,0,0,3.0,3.0,0.01173037,0.01173037,2.468254,2.468254,619.370657,619.370657,619.370657,619.370657
623,2.472222,252,0,0,3.0,3.0,0.01173037,0.01173037,2.472222,2.472222,619.443311,619.443311,619.443311,619.443311
624,2.47619,252,0,0,3.0,3.0,0.01173037,0.01173037,2.47619,2.47619,619.515974,619.515974,619.515974,619.515974
625,2.480159,252,0,0,3.0,3.0,0.01173037,0.01173037,2.480159,2.480159,619.588646,619.588646,619.588646,619.588646
626,2.484127,252,0,0,3.0,3.0,0.01173037,0.01173037,2.484127,2.484127,619.661326,619.661326,619.661326,619.661326
627,2.488095,252,0,0,3.0,3.0,0.01173037,0.01173037,2.488095,2.488095,619.734015,619.734015,619.734015,619.734015
628,2.492063,252,0,0,3.0,3.0,0.01173037,0.01173037,2.492063,2.492063,619.806712,619.806712,619.806712,619.806712
629,2.496032,252,0,0,3.0,3.0,0.01173037,0.01173037,2.496032,2.496032,619.879417,619.879417,619.879417,619.879417
630,2.5,252,0,0,3.0,3.0,0.01173037,0.01173037,2.5,2.5,619.952131,619.952131,619.952131,619.952131
631,2.503968,252,0,0,3.0,3.0,0.01173037,0.01173037,2.503968,2.503968,620.024854,620.024854,620.024854,620.024854
632,2.507937,252,0,0,3.0,3.0,0.01173037,0.01173037,2.507937,2.507937,620.097585,620.097585,620.097585,620.097585
633,2.511905,252,0,0,3.0,3.0,0.01173037,0.01173037,2.511905,2.511905,620.170325,620.170325,620.170325,620.170325
634,2.515873,252,0,0,3.0,3.0,0.01173037,0.01173037,2.515873,2.515873,620.243073,620.243073,620.243073,620.243073
635,2.519841,252,0,0,3.0,3.0,0.01173037,0.01173037,2.519841,2.519841,620.31583,620.31583,620.31583,620.31583
636,2.52381,252,0,0,3.0,3.0,0.01173037,0.01173037,2.52381,2.52381,620.388596,620.388596,620.388596,620.388596
637,2.527778,252,0,0,3.0,3.0,0.01173037,0.01173037,2.527778,2.527778,620.461369,620.461369,620.461369,620.461369
638,2.531746,252,0,0,3.0,3.0,0.01173037,0.01173037,2.531746,2.531746,620.534152,620.534152,620.534152,620.534152
639,2.535714,252,0,0,3.0,3.0,0.01173037,0.01173037,2.535714,2.535714,620.606943,620.606943,620.606943,620.606943
640,2.539683,252,0,0,3.0,3.0,0.01173037,0.01173037,2.539683,2.539683,620.679742,620.679742,620.679742,620.679742
641,2.543651,252,0,0,3.0,3.0,0.01173037,0.01173037,2.543651,2.543651,620.75255,620.75255,620.75255,620.75255
