step_index,time_years,steps_per_year_model,call_live,put_live,call_coupon_rate_pct,put_coupon_rate_pct,call_model_daily_roll_pct,put_model_daily_roll_pct,call_completion_time_years,put_completion_time_years,call_strike_completion_per_share_usd,call_strike_pv_per_share_usd,put_strike_completion_per_share_usd,put_strike_pv_per_share_usd
204,0.809524,252,0,0,2.75,2.75,0.01076592,0.01076592,0.809524,0.809524,590.008356,590.008356,590.008356,590.008356
205,0.813492,252,0,0,2.75,2.75,0.01076592,0.01076592,0.813492,0.813492,590.071876,590.071876,590.071876,590.071876
206,0.81746,252,0,0,2.75,2.75,0.01076592,0.01076592,0.81746,0.81746,590.135402,590.135402,590.135402,590.135402
207,0.821429,252,0,0,2.75,2.75,0.01076592,0.01076592,0.821429,0.821429,590.198936,590.198936,590.198936,590.198936
208,0.825397,252,0,0,2.75,2.75,0.01076592,0.01076592,0.825397,0.825397,590.262476,590.262476,590.262476,590.262476
209,0.829365,252,0,0,2.75,2.75,0.01076592,0.01076592,0.829365,0.829365,590.326023,590.326023,590.326023,590.326023
210,0.833333,252,0,0,2.75,2.75,0.01076592,0.01076592,0.833333,0.833333,590.389577,590.389577,590.389577,590.389577
211,0.837302,252,0,0,2.75,2.75,0.01076592,0.01076592,0.837302,0.837302,590.453138,590.453138,590.453138,590.453138
212,0.84127,252,0,0,2.75,2.75,0.01076592,0.01076592,0.84127,0.84127,590.516706,590.516706,590.516706,590.516706
213,0.845238,252,0,0,2.75,2.75,0.01076592,0.01076592,0.845238,0.845238,590.580281,590.580281,590.580281,590.580281
214,0.849206,252,0,0,2.75,2.75,0.01076592,0.01076592,0.849206,0.849206,590.643862,590.643862,590.643862,590.643862
215,0.853175,252,0,0,2.75,2.75,0.01076592,0.01076592,0.853175,0.853175,590.70745,590.70745,590.70745,590.70745
216,0.857143,252,0,0,2.75,2.75,0.01076592,0.01076592,0.857143,0.857143,590.771045,590.771045,590.771045,590.771045
217,0.861111,252,0,0,2.75,2.75,0.01076592,0.01076592,0.861111,0.861111,590.834647,590.834647,590.834647,590.834647
218,0.865079,252,0,0,2.75,2.75,0.01076592,0.01076592,0.865079,0.865079,590.898256,590.898256,590.898256,590.898256
219,0.869048,252,0,0,2.75,2.75,0.01076592,0.01076592,0.869048,0.869048,590.961872,590.961872,590.961872,590.961872
220,0.873016,252,0,0,2.75,2.75,0.01076592,0.01076592,0.873016,0.873016,591.025494,591.025494,591.025494,591.025494
221,0.876984,252,0,0,2.75,2.75,0.01076592,0.01076592,0.876984,0.876984,591.089124,591.089124,591.089124,591.089124
222,0.880952,252,0,0,2.75,2.75,0.01076592,0.01076592,0.880952,0.880952,591.15276,591.15276,591.15276,591.15276
223,0.884921,252,0,0,2.75,2.75,0.01076592,0.01076592,0.884921,0.884921,591.216403,591.216403,591.216403,591.216403
224,0.888889,252,0,0,2.75,2.75,0.01076592,0.01076592,0.888889,0.888889,591.280053,591.280053,591.280053,591.280053
225,0.892857,252,0,0,2.75,2.75,0.01076592,0.01076592,0.892857,0.892857,591.34371,591.34371,591.34371,591.34371
226,0.896825,252,0,0,2.75,2.75,0.01076592,0.01076592,0.896825,0.896825,591.407373,591.407373,591.407373,591.407373
227,0.900794,252,0,0,2.75,2.75,0.01076592,0.01076592,0.900794,0.900794,591.471044,591.471044,591.471044,591.471044
228,0.904762,252,0,0,2.75,2.75,0.01076592,0.01076592,0.904762,0.904762,591.534721,591.534721,591.534721,591.534721
229,0.90873,252,0,0,2.75,2.75,0.01076592,0.01076592,0.90873,0.90873,591.598405,591.598405,591.598405,591.598405
230,0.912698,252,0,0,2.75,2.75,0.01076592,0.01076592,0.912698,0.912698,591.662096,591.662096,591.662096,591.662096
231,0.916667,252,0,0,2.75,2.75,0.01076592,0.01076592,0.916667,0.916667,591.725794,591.725794,591.725794,591.725794
232,0.920635,252,0,0,2.75,2.75,0.01076592,0.01076592,0.920635,0.920635,591.789499,591.789499,591.789499,591.789499
233,0.924603,252,0,0,2.75,2.75,0.01076592,0.01076592,0.924603,0.924603,591.853211,591.853211,591.853211,591.853211
234,0.928571,252,0,0,2.75,2.75,0.01076592,0.01076592,0.928571,0.928571,591.916929,591.916929,591.916929,591.916929
235,0.93254,252,0,0,2.75,2.75,0.01076592,0.01076592,0.93254,0.93254,591.980654,591.980654,591.980654,591.980654
236,0.936508,252,0,0,2.75,2.75,0.01076592,0.01076592,0.936508,0.936508,592.044387,592.044387,592.044387,592.044387
237,0.940476,252,0,0,2.75,2.75,0.01076592,0.01076592,0.940476,0.940476,592.108126,592.108126,592.108126,592.108126
238,0.944444,252,0,0,2.75,2.75,0.01076592,0.01076592,0.944444,0.944444,592.171871,592.171871,592.171871,592.171871
239,0.948413,252,0,0,2.75,2.75,0.01076592,0.01076592,0.948413,0.948413,592.235624,592.235624,592.235624,592.235624
240,0.952381,252,0,0,2.75,2.75,0.01076592,0.01076592,0.952381,0.952381,592.299384,592.299384,592.299384,592.299384
241,0.956349,252,0,0,2.75,2.75,0.01076592,0.01076592,0.956349,0.956349,592.36315,592.36315,592.36315,592.36315
242,0.960317,252,0,0,2.75,2.75,0.01076592,0.01076592,0.960317,0.960317,592.426924,592.426924,592.426924,592.426924
243,0.964286,252,0,0,2.75,2.75,0.01076592,0.01076592,0.964286,0.964286,592.490704,592.490704,592.490704,592.490704
244,0.968254,252,0,0,2.75,2.75,0.01076592,0.01076592,0.968254,0.968254,592.554491,592.554491,592.554491,592.554491
245,0.972222,252,0,0,2.75,2.75,0.01076592,0.01076592,0.972222,0.972222,592.618285,592.618285,592.618285,592.618285
246,0.97619,252,0,0,2.75,2.75,0.01076592,0.01076592,0.97619,0.97619,592.682086,592.682086,592.682086,592.682086
247,0.980159,252,0,0,2.75,2.75,0.01076592,0.01076592,0.980159,0.980159,592.745894,592.745894,592.745894,592.745894
248,0.984127,252,0,0,2.75,2.75,0.01076592,0.01076592,0.984127,0.984127,592.809708,592.809708,592.809708,592.809708
249,0.988095,252,0,0,2.75,2.75,0.01076592,0.01076592,0.988095,0.988095,592.87353,592.87353,592.87353,592.87353
250,0.992063,252,0,0,2.75,2.75,0.01076592,0.01076592,0.992063,0.992063,592.937358,592.937358,592.937358,592.937358
251,0.996032,252,0,0,2.75,2.75,0.01076592,0.01076592,0.996032,0.996032,593.001193,593.001193,593.001193,593.001193
252,1.0,252,0,0,2.75,2.75,0.01076592,0.01076592,1.0,1.0,593.065035,593.065035,593.065035,593.065035
253,1.003968,252,0,0,3.0,3.0,0.01173037,0.01173037,1.003968,1.003968,593.134604,593.134604,593.134604,593.134604
254,1.007937,252,0,0,3.0,3.0,0.01173037,0.01173037,1.007937,1.007937,593.204181,593.204181,593.204181,593.204181
255,1.011905,252,0,0,3.0,3.0,0.01173037,0.01173037,1.011905,1.011905,593.273766,593.273766,593.273766,593.273766
256,1.015873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.015873,1.015873,593.343359,593.343359,593.343359,593.343359
257,1.019841,252,0,0,3.0,3.0,0.01173037,0.01173037,1.019841,1.019841,593.41296,593.41296,593.41296,593.41296
258,1.02381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.02381,1.02381,593.48257,593.48257,593.48257,593.48257
259,1.027778,252,0,0,3.0,3.0,0.01173037,0.01173037,1.027778,1.027778,593.552188,593.552188,593.552188,593.552188
260,1.031746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.031746,1.031746,593.621814,593.621814,593.621814,593.621814
261,1.035714,252,0,0,3.0,3.0,0.01173037,0.01173037,1.035714,1.035714,593.691448,593.691448,593.691448,593.691448
262,1.039683,252,0,0,3.0,3.0,0.01173037,0.01173037,1.039683,1.039683,593.76109,593.76109,593.76109,593.76109
263,1.043651,252,0,0,3.0,3.0,0.01173037,0.01173037,1.043651,1.043651,593.83074,593.83074,593.83074,593.83074
264,1.047619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.047619,1.047619,593.900399,593.900399,593.900399,593.900399
265,1.051587,252,0,0,3.0,3.0,0.01173037,0.01173037,1.051587,1.051587,593.970065,593.970065,593.970065,593.970065
266,1.055556,252,0,0,3.0,3.0,0.01173037,0.01173037,1.055556,1.055556,594.03974,594.03974,594.03974,594.03974
267,1.059524,252,0,0,3.0,3.0,0.01173037,0.01173037,1.059524,1.059524,594.109423,594.109423,594.109423,594.109423
268,1.063492,252,0,0,3.0,3.0,0.01173037,0.01173037,1.063492,1.063492,594.179115,594.179115,594.179115,594.179115
269,1.06746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.06746,1.06746,594.248814,594.248814,594.248814,594.248814
270,1.071429,252,0,0,3.0,3.0,0.01173037,0.01173037,1.071429,1.071429,594.318522,594.318522,594.318522,594.318522
271,1.075397,252,0,0,3.0,3.0,0.01173037,0.01173037,1.075397,1.075397,594.388237,594.388237,594.388237,594.388237
272,1.079365,252,0,0,3.0,3.0,0.01173037,0.01173037,1.079365,1.079365,594.457961,594.457961,594.457961,594.457961
273,1.083333,252,0,0,3.0,3.0,0.01173037,0.01173037,1.083333,1.083333,594.527694,594.527694,594.527694,594.527694
274,1.087302,252,0,0,3.0,3.0,0.01173037,0.01173037,1.087302,1.087302,594.597434,594.597434,594.597434,594.597434
275,1.09127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.09127,1.09127,594.667182,594.667182,594.667182,594.667182
276,1.095238,252,0,0,3.0,3.0,0.01173037,0.01173037,1.095238,1.095238,594.736939,594.736939,594.736939,594.736939
277,1.099206,252,0,0,3.0,3.0,0.01173037,0.01173037,1.099206,1.099206,594.806704,594.806704,594.806704,594.806704
278,1.103175,252,0,0,3.0,3.0,0.01173037,0.01173037,1.103175,1.103175,594.876477,594.876477,594.876477,594.876477
279,1.107143,252,0,0,3.0,3.0,0.01173037,0.01173037,1.107143,1.107143,594.946258,594.946258,594.946258,594.946258
280,1.111111,252,0,0,3.0,3.0,0.01173037,0.01173037,1.111111,1.111111,595.016047,595.016047,595.016047,595.016047
281,1.115079,252,0,0,3.0,3.0,0.01173037,0.01173037,1.115079,1.115079,595.085845,595.085845,595.085845,595.085845
282,1.119048,252,0,0,3.0,3.0,0.01173037,0.01173037,1.119048,1.119048,595.155651,595.155651,595.155651,595.155651
283,1.123016,252,0,0,3.0,3.0,0.01173037,0.01173037,1.123016,1.123016,595.225465,595.225465,595.225465,595.225465
284,1.126984,252,0,0,3.0,3.0,0.01173037,0.01173037,1.126984,1.126984,595.295287,595.295287,595.295287,595.295287
285,1.130952,252,0,0,3.0,3.0,0.01173037,0.01173037,1.130952,1.130952,595.365117,595.365117,595.365117,595.365117
286,1.134921,252,0,0,3.0,3.0,0.01173037,0.01173037,1.134921,1.134921,595.434956,595.434956,595.434956,595.434956
287,1.138889,252,0,0,3.0,3.0,0.01173037,0.01173037,1.138889,1.138889,595.504803,595.504803,595.504803,595.504803
288,1.142857,252,0,0,3.0,3.0,0.01173037,0.01173037,1.142857,1.142857,595.574658,595.574658,595.574658,595.574658
289,1.146825,252,0,0,3.0,3.0,0.01173037,0.01173037,1.146825,1.146825,595.644521,595.644521,595.644521,595.644521
290,1.150794,252,0,0,3.0,3.0,0.01173037,0.01173037,1.150794,1.150794,595.714392,595.714392,595.714392,595.714392
291,1.154762,252,0,0,3.0,3.0,0.01173037,0.01173037,1.154762,1.154762,595.784271,595.784271,595.784271,595.784271
292,1.15873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.15873,1.15873,595.854159,595.854159,595.854159,595.854159
293,1.162698,252,0,0,3.0,3.0,0.01173037,0.01173037,1.162698,1.162698,595.924055,595.924055,595.924055,595.924055
294,1.166667,252,0,0,3.0,3.0,0.01173037,0.01173037,1.166667,1.166667,595.993959,595.993959,595.993959,595.993959
295,1.170635,252,0,0,3.0,3.0,0.01173037,0.01173037,1.170635,1.170635,596.063871,596.063871,596.063871,596.063871
296,1.174603,252,0,0,3.0,3.0,0.01173037,0.01173037,1.174603,1.174603,596.133792,596.133792,596.133792,596.133792
297,1.178571,252,0,0,3.0,3.0,0.01173037,0.01173037,1.178571,1.178571,596.203721,596.203721,596.203721,596.203721
298,1.18254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.18254,1.18254,596.273658,596.273658,596.273658,596.273658
299,1.186508,252,0,0,3.0,3.0,0.01173037,0.01173037,1.186508,1.186508,596.343603,596.343603,596.343603,596.343603
300,1.190476,252,0,0,3.0,3.0,0.01173037,0.01173037,1.190476,1.190476,596.413556,596.413556,596.413556,596.413556
301,1.194444,252,0,0,3.0,3.0,0.01173037,0.01173037,1.194444,1.194444,596.483518,596.483518,596.483518,596.483518
302,1.198413,252,0,0,3.0,3.0,0.01173037,0.01173037,1.198413,1.198413,596.553487,596.553487,596.553487,596.553487
303,1.202381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.202381,1.202381,596.623465,596.623465,596.623465,596.623465
304,1.206349,252,0,0,3.0,3.0,0.01173037,0.01173037,1.206349,1.206349,596.693451,596.693451,596.693451,596.693451
305,1.210317,252,0,0,3.0,3.0,0.01173037,0.01173037,1.210317,1.210317,596.763446,596.763446,596.763446,596.763446
306,1.214286,252,0,0,3.0,3.0,0.01173037,0.01173037,1.214286,1.214286,596.833448,596.833448,596.833448,596.833448
307,1.218254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.218254,1.218254,596.903459,596.903459,596.903459,596.903459
308,1.222222,252,0,0,3.0,3.0,0.01173037,0.01173037,1.222222,1.222222,596.973478,596.973478,596.973478,596.973478
309,1.22619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.22619,1.22619,597.043505,597.043505,597.043505,597.043505
310,1.230159,252,0,0,3.0,3.0,0.01173037,0.01173037,1.230159,1.230159,597.113541,597.113541,597.113541,597.113541
311,1.234127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.234127,1.234127,597.183584,597.183584,597.183584,597.183584
312,1.238095,252,0,0,3.0,3.0,0.01173037,0.01173037,1.238095,1.238095,597.253636,597.253636,597.253636,597.253636
313,1.242063,252,0,0,3.0,3.0,0.01173037,0.01173037,1.242063,1.242063,597.323696,597.323696,597.323696,597.323696
314,1.246032,252,0,0,3.0,3.0,0.01173037,0.01173037,1.246032,1.246032,597.393765,597.393765,597.393765,597.393765
315,1.25,252,0,0,3.0,3.0,0.01173037,0.01173037,1.25,1.25,597.463841,597.463841,597.463841,597.463841
316,1.253968,252,0,0,3.0,3.0,0.01173037,0.01173037,1.253968,1.253968,597.533926,597.533926,597.533926,597.533926
317,1.257937,252,0,0,3.0,3.0,0.01173037,0.01173037,1.257937,1.257937,597.604019,597.604019,597.604019,597.604019
318,1.261905,252,0,0,3.0,3.0,0.01173037,0.01173037,1.261905,1.261905,597.67412,597.67412,597.67412,597.67412
319,1.265873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.265873,1.265873,597.744229,597.744229,597.744229,597.744229
320,1.269841,252,0,0,3.0,3.0,0.01173037,0.01173037,1.269841,1.269841,597.814347,597.814347,597.814347,597.814347
321,1.27381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.27381,1.27381,597.884473,597.884473,597.884473,597.884473
322,1.277778,252,0,0,3.0,3.0,0.01173037,0.01173037,1.277778,1.277778,597.954607,597.954607,597.954607,597.954607
323,1.281746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.281746,1.281746,598.024749,598.024749,598.024749,598.024749
324,1.285714,252,0,0,3.0,3.0,0.01173037,0.01173037,1.285714,1.285714,598.0949,598.0949,598.0949,598.0949
325,1.289683,252,0,0,3.0,3.0,0.01173037,0.01173037,1.289683,1.289683,598.165058,598.165058,598.165058,598.165058
326,1.293651,252,0,0,3.0,3.0,0.01173037,0.01173037,1.293651,1.293651,598.235225,598.235225,598.235225,598.235225
327,1.297619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.297619,1.297619,598.305401,598.305401,598.305401,598.305401
328,1.301587,252,0,0,3.0,3.0,0.01173037,0.01173037,1.301587,1.301587,598.375584,598.375584,598.375584,598.375584
329,1.305556,252,0,0,3.0,3.0,0.01173037,0.01173037,1.305556,1.305556,598.445776,598.445776,598.445776,598.445776
330,1.309524,252,0,0,3.0,3.0,0.01173037,0.01173037,1.309524,1.309524,598.515976,598.515976,598.515976,598.515976
331,1.313492,252,0,0,3.0,3.0,0.01173037,0.01173037,1.313492,1.313492,598.586184,598.586184,598.586184,598.586184
332,1.31746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.31746,1.31746,598.6564,598.6564,598.6564,598.6564
333,1.321429,252,0,0,3.0,3.0,0.01173037,0.01173037,1.321429,1.321429,598.726625,598.726625,598.726625,598.726625
334,1.325397,252,0,0,3.0,3.0,0.01173037,0.01173037,1.325397,1.325397,598.796858,598.796858,598.796858,598.796858
335,1.329365,252,0,0,3.0,3.0,0.01173037,0.01173037,1.329365,1.329365,598.867099,598.867099,598.867099,598.867099
336,1.333333,252,0,0,3.0,3.0,0.01173037,0.01173037,1.333333,1.333333,598.937348,598.937348,598.937348,598.937348
337,1.337302,252,0,0,3.0,3.0,0.01173037,0.01173037,1.337302,1.337302,599.007606,599.007606,599.007606,599.007606
338,1.34127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.34127,1.34127,599.077871,599.077871,599.077871,599.077871
339,1.345238,252,0,0,3.0,3.0,0.01173037,0.01173037,1.345238,1.345238,599.148146,599.148146,599.148146,599.148146
340,1.349206,252,0,0,3.0,3.0,0.01173037,0.01173037,1.349206,1.349206,599.218428,599.218428,599.218428,599.218428
341,1.353175,252,0,0,3.0,3.0,0.01173037,0.01173037,1.353175,1.353175,599.288718,599.288718,599.288718,599.288718
342,1.357143,252,0,0,3.0,3.0,0.01173037,0.01173037,1.357143,1.357143,599.359017,599.359017,599.359017,599.359017
343,1.361111,252,0,0,3.0,3.0,0.01173037,0.01173037,1.361111,1.361111,599.429324,599.429324,599.429324,599.429324
344,1.365079,252,0,0,3.0,3.0,0.01173037,0.01173037,1.365079,1.365079,599.49964,599.49964,599.49964,599.49964
345,1.369048,252,0,0,3.0,3.0,0.01173037,0.01173037,1.369048,1.369048,599.569963,599.569963,599.569963,599.569963
346,1.373016,252,0,0,3.0,3.0,0.01173037,0.01173037,1.373016,1.373016,599.640295,599.640295,599.640295,599.640295
347,1.376984,252,0,0,3.0,3.0,0.01173037,0.01173037,1.376984,1.376984,599.710635,599.710635,599.710635,599.710635
348,1.380952,252,0,0,3.0,3.0,0.01173037,0.01173037,1.380952,1.380952,599.780983,599.780983,599.780983,599.780983
349,1.384921,252,0,0,3.0,3.0,0.01173037,0.01173037,1.384921,1.384921,599.85134,599.85134,599.85134,599.85134
350,1.388889,252,0,0,3.0,3.0,0.01173037,0.01173037,1.388889,1.388889,599.921704,599.921704,599.921704,599.921704
351,1.392857,252,0,0,3.0,3.0,0.01173037,0.01173037,1.392857,1.392857,599.992078,599.992078,599.992078,599.992078
352,1.396825,252,0,0,3.0,3.0,0.01173037,0.01173037,1.396825,1.396825,600.062459,600.062459,600.062459,600.062459
353,1.400794,252,0,0,3.0,3.0,0.01173037,0.01173037,1.400794,1.400794,600.132848,600.132848,600.132848,600.132848
354,1.404762,252,0,0,3.0,3.0,0.01173037,0.01173037,1.404762,1.404762,600.203246,600.203246,600.203246,600.203246
355,1.40873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.40873,1.40873,600.273652,600.273652,600.273652,600.273652
356,1.412698,252,0,0,3.0,3.0,0.01173037,0.01173037,1.412698,1.412698,600.344067,600.344067,600.344067,600.344067
357,1.416667,252,0,0,3.0,3.0,0.01173037,0.01173037,1.416667,1.416667,600.414489,600.414489,600.414489,600.414489
358,1.420635,252,0,0,3.0,3.0,0.01173037,0.01173037,1.420635,1.420635,600.48492,600.48492,600.48492,600.48492
359,1.424603,252,0,0,3.0,3.0,0.01173037,0.01173037,1.424603,1.424603,600.555359,600.555359,600.555359,600.555359
360,1.428571,252,0,0,3.0,3.0,0.01173037,0.01173037,1.428571,1.428571,600.625806,600.625806,600.625806,600.625806
361,1.43254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.43254,1.43254,600.696262,600.696262,600.696262,600.696262
362,1.436508,252,0,0,3.0,3.0,0.01173037,0.01173037,1.436508,1.436508,600.766726,600.766726,600.766726,600.766726
363,1.440476,252,0,0,3.0,3.0,0.01173037,0.01173037,1.440476,1.440476,600.837198,600.837198,600.837198,600.837198
364,1.444444,252,0,0,3.0,3.0,0.01173037,0.01173037,1.444444,1.444444,600.907679,600.907679,600.907679,600.907679
365,1.448413,252,0,0,3.0,3.0,0.01173037,0.01173037,1.448413,1.448413,600.978167,600.978167,600.978167,600.978167
366,1.452381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.452381,1.452381,601.048664,601.048664,601.048664,601.048664
367,1.456349,252,0,0,3.0,3.0,0.01173037,0.01173037,1.456349,1.456349,601.11917,601.11917,601.11917,601.11917
368,1.460317,252,0,0,3.0,3.0,0.01173037,0.01173037,1.460317,1.460317,601.189683,601.189683,601.189683,601.189683
369,1.464286,252,0,0,3.0,3.0,0.01173037,0.01173037,1.464286,1.464286,601.260205,601.260205,601.260205,601.260205
370,1.468254,252,0,0,3.0,3.0,0.01173037,0.01173037,1.468254,1.468254,601.330735,601.330735,601.330735,601.330735
371,1.472222,252,0,0,3.0,3.0,0.01173037,0.01173037,1.472222,1.472222,601.401273,601.401273,601.401273,601.401273
372,1.47619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.47619,1.47619,601.47182,601.47182,601.47182,601.47182
373,1.480159,252,0,0,3.0,3.0,0.01173037,0.01173037,1.480159,1.480159,601.542375,601.542375,601.542375,601.542375
374,1.484127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.484127,1.484127,601.612938,601.612938,601.612938,601.612938
375,1.488095,252,0,0,3.0,3.0,0.01173037,0.01173037,1.488095,1.488095,601.683509,601.683509,601.683509,601.683509
376,1.492063,252,0,0,3.0,3.0,0.01173037,0.01173037,1.492063,1.492063,601.754089,601.754089,601.754089,601.754089
377,1.496032,252,0,0,3.0,3.0,0.01173037,0.01173037,1.496032,1.496032,601.824677,601.824677,601.824677,601.824677
378,1.5,252,0,0,3.0,3.0,0.01173037,0.01173037,1.5,1.5,601.895273,601.895273,601.895273,601.895273
379,1.503968,252,0,0,3.0,3.0,0.01173037,0.01173037,1.503968,1.503968,601.965878,601.965878,601.965878,601.965878
380,1.507937,252,0,0,3.0,3.0,0.01173037,0.01173037,1.507937,1.507937,602.036491,602.036491,602.036491,602.036491
381,1.511905,252,0,0,3.0,3.0,0.01173037,0.01173037,1.511905,1.511905,602.107112,602.107112,602.107112,602.107112
382,1.515873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.515873,1.515873,602.177741,602.177741,602.177741,602.177741
383,1.519841,252,0,0,3.0,3.0,0.01173037,0.01173037,1.519841,1.519841,602.248379,602.248379,602.248379,602.248379
384,1.52381,252,0,0,3.0,3.0,0.01173037,0.01173037,1.52381,1.52381,602.319025,602.319025,602.319025,602.319025
385,1.527778,252,0,0,3.0,3.0,0.01173037,0.01173037,1.527778,1.527778,602.389679,602.389679,602.389679,602.389679
386,1.531746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.531746,1.531746,602.460342,602.460342,602.460342,602.460342
387,1.535714,252,0,0,3.0,3.0,0.01173037,0.01173037,1.535714,1.535714,602.531012,602.531012,602.531012,602.531012
388,1.539683,252,0,0,3.0,3.0,0.01173037,0.01173037,1.539683,1.539683,602.601692,602.601692,602.601692,602.601692
389,1.543651,252,0,0,3.0,3.0,0.01173037,0.01173037,1.543651,1.543651,602.672379,602.672379,602.672379,602.672379
390,1.547619,252,0,0,3.0,3.0,0.01173037,0.01173037,1.547619,1.547619,602.743075,602.743075,602.743075,602.743075
391,1.551587,252,0,0,3.0,3.0,0.01173037,0.01173037,1.551587,1.551587,602.813779,602.813779,602.813779,602.813779
392,1.555556,252,0,0,3.0,3.0,0.01173037,0.01173037,1.555556,1.555556,602.884491,602.884491,602.884491,602.884491
393,1.559524,252,0,0,3.0,3.0,0.01173037,0.01173037,1.559524,1.559524,602.955212,602.955212,602.955212,602.955212
394,1.563492,252,0,0,3.0,3.0,0.01173037,0.01173037,1.563492,1.563492,603.02594,603.02594,603.02594,603.02594
395,1.56746,252,0,0,3.0,3.0,0.01173037,0.01173037,1.56746,1.56746,603.096678,603.096678,603.096678,603.096678
396,1.571429,252,0,0,3.0,3.0,0.01173037,0.01173037,1.571429,1.571429,603.167423,603.167423,603.167423,603.167423
397,1.575397,252,0,0,3.0,3.0,0.01173037,0.01173037,1.575397,1.575397,603.238177,603.238177,603.238177,603.238177
398,1.579365,252,0,0,3.0,3.0,0.01173037,0.01173037,1.579365,1.579365,603.308939,603.308939,603.308939,603.308939
399,1.583333,252,0,0,3.0,3.0,0.01173037,0.01173037,1.583333,1.583333,603.379709,603.379709,603.379709,603.379709
400,1.587302,252,0,0,3.0,3.0,0.01173037,0.01173037,1.587302,1.587302,603.450488,603.450488,603.450488,603.450488
401,1.59127,252,0,0,3.0,3.0,0.01173037,0.01173037,1.59127,1.59127,603.521275,603.521275,603.521275,603.521275
402,1.595238,252,0,0,3.0,3.0,0.01173037,0.01173037,1.595238,1.595238,603.59207,603.59207,603.59207,603.59207
403,1.599206,252,0,0,3.0,3.0,0.01173037,0.01173037,1.599206,1.599206,603.662874,603.662874,603.662874,603.662874
404,1.603175,252,0,0,3.0,3.0,0.01173037,0.01173037,1.603175,1.603175,603.733686,603.733686,603.733686,603.733686
405,1.607143,252,0,0,3.0,3.0,0.01173037,0.01173037,1.607143,1.607143,603.804506,603.804506,603.804506,603.804506
406,1.611111,252,0,0,3.0,3.0,0.01173037,0.01173037,1.611111,1.611111,603.875335,603.875335,603.875335,603.875335
407,1.615079,252,0,0,3.0,3.0,0.01173037,0.01173037,1.615079,1.615079,603.946171,603.946171,603.946171,603.946171
408,1.619048,252,0,0,3.0,3.0,0.01173037,0.01173037,1.619048,1.619048,604.017016,604.017016,604.017016,604.017016
409,1.623016,252,0,0,3.0,3.0,0.01173037,0.01173037,1.623016,1.623016,604.08787,604.08787,604.08787,604.08787
410,1.626984,252,0,0,3.0,3.0,0.01173037,0.01173037,1.626984,1.626984,604.158732,604.158732,604.158732,604.158732
411,1.630952,252,0,0,3.0,3.0,0.01173037,0.01173037,1.630952,1.630952,604.229602,604.229602,604.229602,604.229602
412,1.634921,252,0,0,3.0,3.0,0.01173037,0.01173037,1.634921,1.634921,604.30048,604.30048,604.30048,604.30048
413,1.638889,252,0,0,3.0,3.0,0.01173037,0.01173037,1.638889,1.638889,604.371367,604.371367,604.371367,604.371367
414,1.642857,252,0,0,3.0,3.0,0.01173037,0.01173037,1.642857,1.642857,604.442262,604.442262,604.442262,604.442262
415,1.646825,252,0,0,3.0,3.0,0.01173037,0.01173037,1.646825,1.646825,604.513165,604.513165,604.513165,604.513165
416,1.650794,252,0,0,3.0,3.0,0.01173037,0.01173037,1.650794,1.650794,604.584077,604.584077,604.584077,604.584077
417,1.654762,252,0,0,3.0,3.0,0.01173037,0.01173037,1.654762,1.654762,604.654997,604.654997,604.654997,604.654997
418,1.65873,252,0,0,3.0,3.0,0.01173037,0.01173037,1.65873,1.65873,604.725925,604.725925,604.725925,604.725925
419,1.662698,252,0,0,3.0,3.0,0.01173037,0.01173037,1.662698,1.662698,604.796862,604.796862,604.796862,604.796862
420,1.666667,252,0,0,3.0,3.0,0.01173037,0.01173037,1.666667,1.666667,604.867807,604.867807,604.867807,604.867807
421,1.670635,252,0,0,3.0,3.0,0.01173037,0.01173037,1.670635,1.670635,604.93876,604.93876,604.93876,604.93876
422,1.674603,252,0,0,3.0,3.0,0.01173037,0.01173037,1.674603,1.674603,605.009721,605.009721,605.009721,605.009721
